Dropoff Community Area,Ride Date,Total Number of Rides,Average Ride Length
37,07/19/2016,4,4.75
37,07/19/2015,4,6.675000000000001
37,07/19/2014,6,5.3999999999999995
37,09/16/2014,2,5.15
37,01/31/2016,3,3.9333333333333336
37,09/16/2013,5,3.3200000000000003
37,01/31/2017,1,7.7
37,09/16/2016,3,9.866666666666667
37,01/31/2014,7,5.157142857142858
37,09/16/2015,4,8.56
37,01/31/2015,7,7.814285714285715
37,01/31/2013,5,16.259999999999998
37,10/30/2015,5,6.220000000000001
37,10/30/2016,6,4.075
37,10/30/2013,4,4.5
37,10/30/2014,3,7.566666666666666
37,07/03/2013,3,10.166666666666666
37,07/03/2014,6,2.6333333333333333
37,07/03/2015,5,2.7
37,07/03/2016,3,2.4
37,07/03/2017,1,7.9
37,06/07/2017,1,6.1
37,06/07/2016,6,5.7
37,06/07/2015,5,5.220000000000001
37,06/07/2014,6,4.6450000000000005
37,06/07/2013,4,7.424999999999999
37,02/13/2013,5,18.82
37,02/13/2014,4,4.9750000000000005
37,02/13/2015,7,4.785714285714286
37,02/13/2016,4,9.275
37,02/13/2017,5,8.418000000000001
37,07/12/2014,4,9.925
37,07/12/2013,1,1.02
37,09/07/2015,5,10.98
37,07/12/2016,3,26.666666666666668
37,10/17/2016,1,4.9
37,07/12/2015,3,2.1
37,09/07/2016,3,3.6
37,07/12/2017,2,0.15000000000000002
37,10/17/2013,3,5.1
37,10/17/2014,7,2.7142857142857144
37,10/17/2015,6,7.816666666666666
37,09/07/2014,11,4.118181818181818
37,03/25/2017,3,3.6199999999999997
37,03/25/2013,6,5.816666666666666
37,03/25/2014,4,4.8
37,03/25/2015,3,6.033333333333334
37,03/25/2016,1,0.8
37,10/10/2015,1,0.1
37,10/10/2016,1,0.4
37,10/10/2013,1,0.2
37,10/10/2014,6,7.250000000000001
37,01/24/2016,4,4.075
37,01/24/2015,4,4.8
37,01/24/2014,5,4.042
37,08/11/2014,9,3.3
37,08/11/2013,2,0.39999999999999997
37,08/11/2016,2,4.8
37,08/11/2015,5,8.4
37,02/16/2014,3,3.1999999999999997
37,02/16/2015,6,2.9
37,02/16/2013,3,2.433333333333333
37,02/06/2017,4,9.1925
37,12/27/2016,2,3.8
37,12/27/2015,3,3.766666666666667
37,12/27/2014,5,5.96
37,12/27/2013,1,41.2
37,02/06/2013,7,7.03
37,02/06/2014,3,0.8333333333333334
37,02/06/2015,13,5.607692307692307
37,02/06/2016,4,2.1
37,06/30/2013,4,9.55
37,06/30/2014,5,1.8259999999999998
37,11/02/2015,6,4.866666666666667
37,06/30/2015,4,8.2
37,11/02/2016,2,9.45
37,06/30/2016,9,5.2555555555555555
37,06/30/2017,4,3.8249999999999997
37,09/03/2016,4,5.574999999999999
37,12/30/2016,4,4.525
37,12/30/2015,4,2.225
37,09/03/2015,9,5.611111111111111
37,12/30/2014,5,2.8
37,12/30/2013,3,3.9333333333333336
37,07/26/2013,5,4.279999999999999
37,07/26/2017,5,2.3600000000000003
37,07/26/2016,3,0.9333333333333332
37,09/03/2014,4,8.6
37,07/26/2015,4,3.7750000000000004
37,07/26/2014,9,3.6855555555555557
37,09/03/2013,3,0.5333333333333333
37,04/10/2016,6,3.3166666666666664
37,04/10/2017,3,10.666666666666666
37,10/03/2015,4,4.25
37,10/03/2016,3,9.266666666666667
37,10/03/2013,2,7.45
37,10/03/2014,5,5.0
37,04/10/2014,5,4.52
37,04/10/2015,4,9.6
37,04/10/2013,1,2.8
37,12/20/2013,3,2.2899999999999996
37,11/02/2013,3,3.1999999999999997
37,12/20/2015,4,8.299999999999999
37,12/20/2014,5,4.08
37,11/02/2014,4,5.125
37,12/20/2016,3,2.4
37,05/25/2016,1,0.1
37,05/25/2015,2,4.55
37,05/25/2017,3,2.066666666666667
37,05/25/2014,7,4.657142857142857
37,05/25/2013,2,0.725
37,07/06/2016,1,83.2
37,07/06/2017,3,5.766666666666667
37,07/06/2014,7,3.4014285714285717
37,07/06/2015,6,5.316666666666666
37,07/06/2013,2,1.2999999999999998
37,08/18/2015,6,1.3466666666666667
37,08/18/2014,10,4.969999999999999
37,03/21/2014,5,6.228
37,03/21/2013,4,7.2
37,03/21/2016,3,4.233333333333333
37,03/21/2015,2,0.6
37,08/18/2016,1,0.3
37,03/21/2017,1,5.7
37,05/02/2013,1,0.6
37,05/02/2016,4,2.125
37,05/02/2017,2,8.205
37,05/02/2014,3,6.1000000000000005
37,05/02/2015,7,4.785714285714286
37,08/31/2016,3,7.300000000000001
37,08/31/2015,9,4.944444444444445
37,08/31/2014,2,7.9
37,08/31/2013,2,2.21
37,02/16/2016,9,8.488888888888887
37,02/16/2017,5,5.1
37,10/23/2016,5,1.1199999999999999
37,10/23/2015,6,3.7833333333333337
37,01/24/2013,4,6.25
37,09/23/2014,5,4.220000000000001
37,09/23/2016,7,2.8528571428571428
37,09/23/2015,9,7.033333333333334
37,03/28/2017,3,5.63
37,03/28/2016,4,2.65
37,10/23/2014,3,1.1666666666666667
37,07/29/2014,1,2.6
37,10/23/2013,5,1.7399999999999998
37,07/29/2013,1,10.4
37,07/29/2016,3,4.0
37,07/29/2015,3,2.866666666666667
37,07/29/2017,4,3.3249999999999997
37,11/17/2013,4,1.4024999999999999
37,11/17/2014,1,10.7
37,11/17/2015,7,4.128571428571429
37,11/17/2016,2,5.1
37,03/02/2013,2,14.45
37,08/07/2013,4,4.625
37,08/07/2014,10,4.82
37,03/02/2015,8,5.3875
37,03/02/2014,5,6.337999999999999
37,08/07/2015,5,3.4200000000000004
37,08/07/2016,2,4.55
37,03/02/2017,2,9.0
37,03/02/2016,4,1.9000000000000001
37,04/30/2013,3,3.4666666666666663
37,04/30/2017,2,4.0
37,04/30/2016,5,9.72
37,04/30/2015,5,8.3
37,04/30/2014,3,6.7
37,09/02/2013,1,9.6
37,09/02/2014,8,5.75
37,09/02/2015,4,6.875
37,09/02/2016,6,3.483333333333334
37,02/24/2016,3,0.5
37,01/13/2017,3,6.333333333333333
37,02/24/2015,10,4.67
37,01/13/2016,6,4.05
37,01/13/2015,7,3.3428571428571425
37,02/24/2014,8,3.0875
37,01/13/2014,4,60.949999999999996
37,02/24/2013,5,3.2
37,02/24/2017,5,6.0600000000000005
37,10/06/2013,1,5.8
37,10/06/2015,5,4.040000000000001
37,09/18/2016,4,4.825
37,09/18/2015,12,3.5583333333333336
37,10/06/2014,6,2.8666666666666667
37,09/18/2014,7,7.128571428571428
37,01/13/2013,3,9.966666666666667
37,10/06/2016,3,2.2333333333333334
37,09/18/2013,5,3.8619999999999997
37,06/11/2015,5,2.4400000000000004
37,06/11/2016,9,6.36
37,06/11/2017,1,4.8
37,06/11/2013,3,35.53333333333333
37,06/11/2014,2,3.53
37,06/26/2017,2,5.85
37,06/26/2015,8,2.9625000000000004
37,05/15/2017,4,6.3175
37,06/26/2016,2,0.65
37,05/15/2016,1,7.5
37,06/26/2013,5,9.82
37,05/15/2015,5,4.359999999999999
37,06/26/2014,3,6.633333333333333
37,05/15/2014,10,4.25
37,05/15/2013,2,4.185
37,08/15/2013,3,4.166666666666667
37,08/15/2014,5,2.9200000000000004
37,08/15/2015,7,3.3714285714285714
37,08/15/2016,10,10.250000000000002
37,04/22/2017,6,4.333333333333333
37,07/21/2016,4,2.425
37,07/21/2015,1,7.3
37,07/21/2014,6,2.725
37,07/21/2013,5,8.080000000000002
37,04/22/2015,6,5.066666666666666
37,04/22/2016,5,2.4400000000000004
37,04/22/2013,1,0.3
37,04/22/2014,7,3.8142857142857145
37,07/21/2017,1,1.3
37,04/28/2014,4,3.1500000000000004
37,04/28/2013,4,7.8
37,09/10/2013,2,5.9
37,09/10/2014,6,4.9
37,09/10/2015,8,5.7875
37,09/10/2016,4,8.950000000000001
37,01/21/2013,5,18.5
37,01/21/2014,5,3.2399999999999998
37,01/21/2015,4,5.949999999999999
37,01/21/2016,3,3.333333333333334
37,09/20/2016,2,2.2
37,09/20/2015,4,5.1000000000000005
37,09/20/2014,9,3.452222222222222
37,09/20/2013,1,0.2
37,01/30/2014,8,5.401249999999999
37,01/30/2013,2,6.85
37,01/30/2016,1,0.5
37,01/30/2015,6,9.283333333333333
37,08/24/2013,1,3.14
37,08/24/2014,8,5.8675
37,06/10/2013,2,0.42000000000000004
37,06/10/2017,3,5.800000000000001
37,06/10/2016,6,3.9500000000000006
37,06/10/2015,3,6.633333333333334
37,06/10/2014,4,7.799999999999999
37,08/24/2015,5,8.860000000000001
37,08/24/2016,2,0.8
37,10/24/2013,5,6.539999999999999
37,10/24/2014,2,0.8999999999999999
37,10/24/2015,1,0.1
37,05/06/2016,3,4.466666666666667
37,05/06/2017,1,0.2
37,05/06/2014,9,4.711111111111111
37,05/06/2015,7,4.357142857142857
37,06/03/2013,6,3.3333333333333335
37,08/25/2014,3,5.533333333333334
37,06/03/2017,4,5.625
37,08/25/2015,4,3.3
37,06/03/2016,2,3.95
37,06/03/2015,4,4.575
37,06/03/2014,2,1.6500000000000001
37,08/25/2013,6,3.93
37,04/12/2014,9,6.499999999999999
37,04/12/2015,6,7.533333333333332
37,04/12/2016,5,14.719999999999999
37,04/12/2017,2,6.4
37,05/23/2016,5,6.2
37,05/23/2015,3,1.3
37,05/23/2014,5,1.1600000000000001
37,05/23/2013,4,5.125
37,04/12/2013,2,11.649999999999999
37,05/23/2017,2,3.6399999999999997
37,06/01/2014,10,5.8100000000000005
37,06/01/2015,4,3.65
37,06/01/2013,5,3.9939999999999998
37,06/01/2016,2,2.05
37,06/01/2017,2,5.4
37,05/08/2016,7,5.8
37,10/24/2016,2,3.4499999999999997
37,03/17/2013,2,0.2
37,03/17/2014,3,7.133333333333333
37,03/17/2015,5,5.0600000000000005
37,01/03/2014,6,3.216666666666667
37,01/03/2013,4,12.725000000000001
37,11/11/2016,4,6.64
37,11/11/2015,6,5.266666666666666
37,11/11/2014,9,4.155555555555555
37,11/11/2013,3,35.4
37,03/27/2017,4,4.95
37,03/27/2015,3,3.033333333333333
37,03/27/2016,3,3.8333333333333326
37,09/12/2015,5,6.6
37,03/27/2013,5,11.52
37,03/27/2014,5,3.22
37,09/12/2016,4,4.05
37,09/12/2013,3,5.2
37,09/12/2014,6,7.716666666666666
37,01/03/2015,9,4.333333333333333
37,03/17/2016,11,4.842727272727273
37,05/06/2013,1,0.1
37,03/17/2017,1,5.0
37,08/17/2015,4,1.275
37,08/17/2016,3,8.476666666666667
37,08/17/2013,1,13.4
37,08/17/2014,10,5.590000000000001
37,10/29/2013,7,6.3571428571428585
37,10/29/2014,2,8.95
37,10/29/2015,7,5.442857142857143
37,10/29/2016,3,4.766666666666667
37,05/16/2017,1,2.3
37,05/16/2013,3,3.1333333333333333
37,05/16/2014,6,6.466666666666666
37,05/16/2016,1,2.8
37,11/01/2015,4,6.625
37,11/01/2014,8,4.875
37,11/01/2016,5,10.828
37,12/18/2013,2,3.8
37,12/18/2014,4,4.45
37,03/12/2017,3,3.533333333333333
37,11/01/2013,8,5.2124999999999995
37,03/12/2016,9,8.555555555555554
37,03/12/2015,6,6.166666666666667
37,03/12/2014,2,4.3
37,03/12/2013,3,7.833333333333333
37,12/18/2015,5,13.520000000000001
37,12/18/2016,1,7.0
37,05/08/2015,7,8.885714285714284
37,05/08/2014,5,7.58
37,05/08/2013,4,6.875
37,12/28/2013,5,3.1839999999999997
37,12/28/2014,9,7.133333333333334
37,12/28/2015,4,7.5249999999999995
37,12/28/2016,4,5.275
37,10/14/2014,3,8.9
37,10/14/2013,5,8.180000000000001
37,10/14/2016,3,3.6666666666666665
37,10/14/2015,3,3.6333333333333333
37,02/07/2015,7,10.717142857142859
37,02/07/2014,7,7.471428571428572
37,02/07/2017,1,1.8
37,02/07/2016,3,2.6999999999999997
37,02/07/2013,4,2.245
37,01/23/2015,4,3.0975
37,01/23/2013,2,7.65
37,01/23/2014,3,0.2333333333333333
37,01/23/2017,2,4.395
37,01/06/2014,5,3.0799999999999996
37,01/06/2015,5,5.46
37,01/06/2016,6,3.5833333333333326
37,01/06/2017,2,7.300000000000001
37,12/02/2016,3,6.266666666666667
37,02/17/2016,7,5.614285714285714
37,02/17/2015,8,3.7625
37,12/02/2014,3,1.2666666666666668
37,02/17/2014,3,9.0
37,12/02/2015,2,12.9
37,02/17/2013,5,7.359999999999999
37,01/06/2013,6,3.5666666666666664
37,05/10/2017,1,0.88
37,05/10/2016,7,4.0
37,05/10/2015,8,4.2625
37,05/10/2014,2,0.3
37,05/10/2013,3,19.033333333333335
37,12/02/2013,7,3.5
37,07/27/2013,1,0.6
37,07/27/2014,6,5.345
37,02/17/2017,2,11.1
37,07/27/2015,3,6.2
37,07/27/2016,3,8.7
37,07/27/2017,2,1.4149999999999998
37,11/24/2015,6,4.95
37,11/24/2016,4,4.199999999999999
37,09/08/2015,2,8.95
37,09/08/2014,3,4.133333333333334
37,08/22/2013,4,5.275
37,07/11/2014,6,7.1499999999999995
37,09/08/2016,3,2.9333333333333336
37,07/11/2015,5,3.22
37,08/22/2014,9,5.855555555555555
37,09/25/2016,1,0.1
37,07/11/2016,1,6.5
37,08/22/2015,5,2.34
37,09/25/2015,4,4.725
37,09/25/2014,4,6.4
37,09/25/2013,3,1.1666666666666667
37,11/24/2013,7,2.6142857142857143
37,11/24/2014,6,3.1500000000000004
37,10/01/2014,3,2.2333333333333334
37,10/01/2013,1,6.0
37,04/18/2017,1,3.0
37,04/18/2016,1,0.2
37,03/07/2017,4,7.2875
37,05/13/2015,4,4.975
37,05/13/2014,5,3.9200000000000004
37,05/13/2017,1,1.1
37,05/13/2016,8,6.575000000000001
37,03/07/2014,7,10.8
37,03/07/2013,3,15.366666666666667
37,03/07/2016,6,7.5666666666666655
37,05/13/2013,1,19.0
37,03/07/2015,7,5.885714285714285
37,12/05/2014,12,4.183333333333334
37,12/05/2013,3,2.2333333333333334
37,12/05/2016,3,2.8000000000000003
37,12/05/2015,3,4.2
37,02/14/2015,5,2.4400000000000004
37,02/14/2014,6,2.4666666666666663
37,02/14/2017,2,4.6499999999999995
37,02/14/2016,7,5.442857142857143
37,10/21/2014,6,5.05
37,10/21/2013,3,0.43333333333333335
37,01/26/2013,1,0.1
37,10/21/2016,4,11.912500000000001
37,01/26/2014,5,0.41600000000000004
37,10/21/2015,8,3.6875
37,01/26/2015,4,4.3975
37,01/26/2016,3,1.3999999999999997
37,01/26/2017,2,7.949999999999999
37,02/14/2013,4,26.175
37,04/02/2017,6,10.799999999999997
37,04/02/2015,8,3.65
37,04/02/2016,5,3.4200000000000004
37,04/02/2013,2,20.5
37,04/18/2013,7,7.014285714285714
37,04/02/2014,4,10.175
37,04/18/2015,1,2.8
37,04/18/2014,6,2.9833333333333343
37,02/04/2014,5,5.502
37,10/01/2016,2,0.15000000000000002
37,10/01/2015,9,4.21111111111111
37,02/04/2013,5,10.096
37,06/16/2013,2,4.05
37,06/16/2014,6,4.3
37,06/16/2015,5,5.9
37,06/16/2016,4,2.525
37,06/16/2017,3,6.003333333333333
37,07/14/2017,2,7.975
37,09/05/2015,7,9.214285714285714
37,09/05/2016,4,7.175
37,09/05/2013,1,6.4
37,09/05/2014,13,3.869230769230769
37,07/14/2016,8,22.887500000000003
37,07/14/2015,5,9.08
37,02/04/2017,2,6.734999999999999
37,02/04/2016,7,7.357142857142856
37,07/14/2014,8,4.449999999999999
37,02/04/2015,11,4.115454545454545
37,07/14/2013,2,16.05
37,07/31/2013,2,2.4000000000000004
37,07/31/2015,4,1.7
37,07/31/2014,4,8.125
37,07/31/2017,1,7.6
37,07/31/2016,5,5.6
37,02/21/2014,9,2.6222222222222222
37,02/21/2015,7,4.128571428571428
37,02/21/2016,5,6.44
37,02/21/2017,1,0.3
37,02/21/2013,1,5.1
37,04/28/2017,3,4.766666666666667
37,04/28/2016,1,1.6
37,04/28/2015,3,5.2
37,01/09/2015,12,4.7
37,01/09/2016,3,3.1999999999999997
37,01/09/2013,6,3.3833333333333333
37,01/09/2014,1,2.35
37,01/09/2017,1,0.2
37,07/04/2015,7,3.585714285714286
37,10/31/2015,3,10.233333333333334
37,01/19/2013,4,65.95
37,07/04/2014,4,2.9250000000000003
37,09/15/2016,3,5.133333333333334
37,10/31/2014,9,35.87777777777777
37,01/19/2015,7,1.9428571428571428
37,10/31/2013,5,10.475999999999999
37,07/04/2017,2,3.0700000000000003
37,01/19/2014,4,4.324999999999999
37,01/19/2017,1,4.4
37,01/19/2016,2,0.25
37,07/04/2013,2,0.3
37,09/15/2013,3,5.566666666666667
37,09/15/2015,3,1.2333333333333334
37,09/15/2014,9,10.222222222222221
37,11/27/2016,1,7.2
37,01/29/2017,2,11.200000000000001
37,01/29/2016,4,3.675
37,11/27/2015,1,0.1
37,01/29/2015,1,6.3
37,11/27/2014,1,4.6
37,11/27/2013,5,2.262
37,01/29/2014,3,1.2
37,01/29/2013,2,14.45
37,09/28/2015,7,8.328571428571427
37,06/09/2016,2,5.65
37,09/28/2014,5,6.3
37,06/09/2017,4,7.08
37,09/28/2016,2,2.6
37,09/28/2013,8,5.132500000000001
37,02/11/2017,2,1.1
37,02/11/2015,2,2.15
37,02/11/2016,1,5.4
37,02/11/2013,5,2.6599999999999997
37,07/24/2013,2,1.35
37,02/11/2014,4,3.0225
37,06/09/2013,1,9.0
37,06/09/2014,8,4.525
37,07/24/2015,3,9.9
37,07/24/2014,4,9.625
37,06/09/2015,2,2.5500000000000003
37,07/24/2017,13,4.7846153846153845
37,07/24/2016,6,5.383333333333333
37,11/07/2014,5,6.720000000000001
37,11/07/2015,2,7.135
37,11/07/2013,6,4.541666666666667
37,06/19/2014,5,4.863999999999999
37,04/15/2015,2,2.5
37,02/01/2013,5,9.98
37,04/15/2016,6,2.9
37,06/19/2013,2,4.34
37,04/15/2013,4,6.75
37,05/20/2013,5,7.541999999999999
37,02/01/2014,3,4.386666666666667
37,02/01/2015,6,1.5983333333333334
37,04/15/2014,5,4.74
37,04/05/2013,3,4.1
37,02/01/2016,5,3.5
37,06/29/2015,1,7.8
37,02/01/2017,2,10.3
37,06/29/2014,6,4.3
37,04/15/2017,5,3.34
37,06/29/2017,1,5.7
37,06/29/2016,6,2.733333333333333
37,12/22/2015,2,1.4000000000000001
37,12/22/2014,2,0.8
37,12/22/2013,11,3.630909090909091
37,05/20/2015,5,7.44
37,05/20/2014,6,1.9333333333333333
37,05/20/2017,3,5.936666666666667
37,12/22/2016,1,28.1
37,05/20/2016,5,129.4
37,06/29/2013,4,5.125
37,04/05/2014,3,2.533333333333333
37,04/05/2015,14,6.431428571428571
37,06/19/2017,2,0.25
37,06/19/2016,4,4.525
37,04/05/2016,2,7.5
37,06/19/2015,5,7.0
37,04/05/2017,1,0.4
37,05/30/2016,1,1.3
37,05/30/2015,4,7.8500000000000005
37,05/30/2014,5,2.68
37,05/30/2013,4,5.8125
37,12/12/2013,1,0.96
37,12/12/2014,7,2.9999999999999996
37,05/30/2017,7,4.667142857142857
37,12/12/2016,1,1.3
38,03/31/2015,46,3.9521739130434774
38,03/31/2014,41,4.392439024390244
38,03/31/2013,18,4.211111111111111
38,02/03/2013,11,12.127272727272725
38,03/31/2017,26,6.561153846153847
38,03/31/2016,30,6.586666666666669
38,09/06/2016,28,2.4564285714285714
38,09/06/2015,28,3.667857142857143
38,09/06/2014,38,4.7
38,05/19/2014,41,4.6121951219512205
38,09/06/2013,13,5.094615384615385
38,05/19/2015,38,4.621052631578947
38,10/11/2016,17,4.111764705882353
38,10/11/2015,18,4.2
38,10/11/2014,48,4.22875
38,05/19/2013,13,5.523076923076924
38,02/19/2016,56,4.8
38,08/12/2013,15,3.0533333333333337
38,02/19/2015,32,5.171562499999999
38,02/19/2017,16,6.720000000000001
38,02/19/2014,36,4.792777777777777
38,02/19/2013,27,9.074074074074074
38,05/19/2016,29,3.8941379310344826
38,05/19/2017,22,5.2659090909090915
38,08/12/2016,36,6.077777777777779
38,08/12/2014,40,6.44
38,08/12/2015,24,5.4375
38,02/03/2016,26,4.288461538461538
38,04/25/2013,15,5.126666666666666
38,02/03/2017,19,3.4336842105263155
38,04/25/2015,39,5.084615384615383
38,02/03/2014,23,4.149565217391304
38,02/03/2015,60,3.8449999999999998
38,04/25/2014,44,5.252272727272728
38,04/25/2017,24,5.645833333333333
38,04/25/2016,30,7.666666666666668
38,05/03/2017,23,5.152608695652173
38,05/03/2016,32,12.550937500000002
38,05/03/2015,42,4.666666666666667
38,05/03/2014,48,6.677083333333333
38,05/03/2013,19,5.0631578947368405
38,08/28/2014,42,5.934285714285714
38,08/28/2013,17,8.357647058823531
38,08/28/2016,19,4.3315789473684205
38,08/28/2015,42,4.420476190476189
38,10/18/2014,33,4.862727272727274
38,05/12/2017,13,4.738461538461538
38,10/18/2013,33,3.4066666666666663
38,10/18/2016,21,4.241904761904761
38,10/18/2015,35,5.4571428571428555
38,01/25/2014,33,3.4115151515151507
38,01/25/2013,41,5.439756097560975
38,05/12/2013,20,3.6399999999999992
38,05/12/2014,40,4.13
38,05/12/2015,40,4.452
38,05/12/2016,45,4.399777777777778
38,01/16/2015,34,5.161764705882353
38,01/16/2016,29,3.4862068965517246
38,01/16/2013,12,5.208333333333334
38,01/16/2014,23,4.586956521739131
38,01/25/2017,16,5.550000000000001
38,01/25/2016,29,3.851724137931035
38,01/25/2015,29,4.906896551724139
38,11/05/2013,22,4.863636363636362
38,11/05/2014,36,4.458333333333335
38,11/05/2015,26,4.738461538461538
38,11/05/2016,25,6.793199999999998
38,08/19/2013,14,5.864285714285714
38,08/19/2014,32,6.069375
38,08/19/2015,31,4.4377419354838725
38,08/19/2016,29,5.058965517241378
38,05/28/2014,29,7.544827586206896
38,05/28/2015,48,6.019375
38,05/28/2016,41,4.5117073170731725
38,05/28/2017,13,5.140769230769229
38,03/06/2013,18,7.544444444444445
38,03/06/2015,53,4.774716981132077
38,03/06/2014,38,3.646315789473684
38,12/24/2014,44,3.752272727272727
38,12/24/2015,33,4.03878787878788
38,10/02/2016,19,3.5584210526315787
38,12/24/2016,17,8.631764705882352
38,02/12/2015,49,5.324489795918369
38,02/12/2014,34,2.676764705882352
38,02/12/2013,6,5.366666666666667
38,02/12/2017,13,3.3823076923076916
38,02/12/2016,57,4.584561403508771
38,01/16/2017,11,5.457272727272727
38,11/14/2016,16,5.0875
38,11/14/2014,50,5.1339999999999995
38,11/14/2015,45,5.293777777777779
38,11/14/2013,21,4.3047619047619055
38,02/28/2017,19,6.363157894736842
38,10/02/2013,18,7.309444444444446
38,10/02/2015,55,4.834545454545454
38,12/24/2013,24,8.477916666666665
38,10/02/2014,41,4.453658536585366
38,10/27/2013,14,4.557142857142857
38,10/27/2014,29,5.758620689655175
38,10/27/2015,39,4.646153846153845
38,10/27/2016,17,6.152941176470588
38,06/06/2015,35,4.672000000000001
38,06/06/2016,26,5.823076923076924
38,06/06/2013,13,7.792307692307691
38,06/06/2014,46,4.7217391304347816
38,07/09/2016,36,13.683333333333332
38,07/09/2015,50,3.499599999999999
38,06/06/2017,22,5.463181818181819
38,07/09/2017,7,3.12
38,10/11/2013,29,4.427931034482759
38,10/20/2013,17,4.311764705882354
38,10/20/2014,28,4.521428571428571
38,10/20/2015,33,5.3151515151515145
38,10/20/2016,23,5.456521739130435
38,07/09/2014,30,5.503333333333332
38,07/09/2013,9,1.62
38,03/06/2017,21,3.9790476190476176
38,03/06/2016,22,6.463636363636365
38,11/21/2013,18,4.499444444444445
38,11/21/2015,32,6.281562500000001
38,11/21/2014,56,4.456428571428571
38,11/21/2016,22,8.862727272727273
38,03/29/2017,19,6.368421052631578
38,12/15/2015,24,5.499999999999999
38,12/15/2014,39,5.744615384615385
38,12/15/2013,18,4.961111111111112
38,09/22/2013,9,3.8044444444444445
38,09/22/2014,36,6.861111111111112
38,09/22/2015,48,3.1833333333333336
38,09/22/2016,25,6.44
38,05/21/2017,18,5.164444444444444
38,05/21/2015,50,5.641
38,05/21/2016,28,4.3357142857142845
38,05/21/2013,20,6.540000000000001
38,05/21/2014,35,5.948571428571428
38,09/24/2016,26,5.732307692307692
38,09/24/2014,46,5.244782608695653
38,01/07/2014,21,6.728571428571428
38,07/02/2017,16,4.899374999999999
38,01/07/2013,14,7.864285714285715
38,09/24/2015,31,4.813548387096774
38,07/02/2016,29,7.975862068965517
38,01/07/2016,24,3.7999999999999994
38,03/29/2013,23,5.552173913043478
38,03/29/2014,44,3.3856818181818182
38,01/07/2015,32,3.8281250000000013
38,03/29/2015,34,4.067058823529412
38,03/29/2016,31,3.739032258064516
38,01/07/2017,13,3.2692307692307696
38,04/09/2013,13,6.523076923076924
38,04/09/2014,41,6.102439024390245
38,07/02/2015,47,5.761702127659575
38,07/02/2014,43,6.5813953488372094
38,04/09/2015,33,5.193939393939394
38,09/24/2013,18,2.8822222222222225
38,04/09/2016,36,4.597222222222222
38,07/02/2013,12,3.5716666666666668
38,04/09/2017,14,3.664285714285714
38,06/15/2014,38,4.029736842105262
38,06/15/2013,16,8.41875
38,06/15/2017,12,6.999166666666665
38,06/15/2016,32,5.2884375000000015
38,06/15/2015,50,4.574600000000001
38,10/09/2014,37,4.304594594594595
38,07/07/2016,35,7.6588571428571415
38,07/07/2015,35,4.431428571428572
38,10/09/2013,26,4.028076923076923
38,07/07/2014,41,5.365853658536586
38,07/07/2013,20,7.765000000000001
38,04/16/2017,15,6.760666666666666
38,04/16/2016,27,3.918518518518519
38,04/16/2015,38,5.11842105263158
38,04/16/2014,33,5.599999999999999
38,07/07/2017,26,4.950769230769231
38,10/09/2016,17,9.876470588235293
38,10/09/2015,43,3.4534883720930227
38,12/01/2014,33,6.693636363636364
38,12/01/2013,23,5.439130434782609
38,12/01/2016,23,4.757826086956522
38,12/01/2015,29,5.534482758620689
38,05/28/2013,15,4.4
38,04/16/2013,17,5.694117647058824
38,03/04/2013,25,7.02
38,12/08/2015,31,5.416129032258063
38,12/08/2014,31,5.025806451612903
38,12/08/2013,17,4.570588235294117
38,12/08/2016,23,5.573043478260868
38,07/25/2015,35,4.95
38,07/25/2016,20,4.390000000000001
38,07/25/2013,15,3.825999999999999
38,08/30/2013,17,5.52
38,07/25/2014,63,4.605396825396827
38,08/30/2014,46,4.367391304347826
38,08/30/2015,23,5.466956521739131
38,08/30/2016,13,6.1946153846153855
38,07/25/2017,13,5.139230769230769
38,05/26/2014,29,6.623103448275862
38,05/26/2015,28,5.3
38,10/04/2016,20,4.7695
38,10/04/2015,47,4.989787234042553
38,10/04/2014,34,4.726470588235294
38,05/26/2013,8,3.825
38,10/04/2013,22,5.6013636363636365
38,05/26/2016,29,4.986206896551723
38,05/26/2017,23,5.953043478260867
38,09/29/2013,23,3.2913043478260873
38,09/29/2014,39,6.220512820512821
38,02/10/2013,13,7.207692307692308
38,02/10/2015,45,5.0724444444444465
38,02/10/2014,33,4.226666666666667
38,09/29/2015,33,4.292121212121212
38,02/10/2017,17,3.7188235294117646
38,02/10/2016,43,5.082325581395348
38,09/29/2016,21,5.335714285714285
38,03/22/2016,30,2.8600000000000003
38,03/22/2017,18,6.412222222222223
38,03/22/2014,34,3.3908823529411767
38,03/22/2015,46,3.963043478260869
38,06/13/2015,35,4.477142857142857
38,06/13/2016,34,7.505882352941178
38,03/22/2013,20,6.640000000000001
38,06/13/2013,25,6.407200000000001
38,06/13/2014,42,6.319047619047619
38,06/13/2017,16,6.083749999999999
38,06/04/2013,13,10.523076923076925
38,06/04/2014,43,5.5200000000000005
38,06/04/2015,34,5.281470588235294
38,06/04/2016,39,5.199743589743591
38,06/04/2017,15,5.723333333333334
38,05/05/2014,32,4.181250000000001
38,05/05/2013,12,6.3166666666666655
38,05/05/2016,23,2.5869565217391304
38,05/05/2015,54,5.0861111111111095
38,05/05/2017,31,5.8587096774193546
38,01/18/2015,31,4.916129032258063
38,01/18/2016,17,2.3117647058823527
38,01/18/2017,8,3.4350000000000005
